turn-based strategy	Eador: Masters of the Broken World	http://www.metacritic.com/game/pc/eador-masters-of-the-broken-world	74	Apr 19, 2013	7.3	207
turn-based strategy	The Banner Saga: Factions	http://www.metacritic.com/game/pc/the-banner-saga-factions	67	Feb 25, 2013	8.0	108
turn-based strategy	Sword of the Stars II: Lords of Winter (Enhanced Edition)	http://www.metacritic.com/game/pc/sword-of-the-stars-ii-lords-of-winter-enhanced-edition	65	Nov 30, 2012	7.1	68
turn-based strategy	King's Bounty: Warriors of the North	http://www.metacritic.com/game/pc/kings-bounty-warriors-of-the-north	74	Oct 25, 2012	7.1	93
turn-based strategy	Elemental: Fallen Enchantress	http://www.metacritic.com/game/pc/elemental-fallen-enchantress	78	Oct 23, 2012	7.3	170
turn-based strategy	Worms Revolution	http://www.metacritic.com/game/pc/worms-revolution	73	Oct 10, 2012	6.7	117
turn-based strategy	XCOM: Enemy Unknown	http://www.metacritic.com/game/pc/xcom-enemy-unknown	89	Oct  8, 2012	8.2	2293
turn-based strategy	Might & Magic: Duel of Champions	http://www.metacritic.com/game/pc/might-magic-duel-of-champions	84	Sep 13, 2012	6.8	73
turn-based strategy	Jagged Alliance: Crossfire	http://www.metacritic.com/game/pc/jagged-alliance-crossfire	63	Aug 24, 2012	4.2	36
turn-based strategy	Legends of Pegasus	http://www.metacritic.com/game/pc/legends-of-pegasus	36	Aug 10, 2012	1.5	113
turn-based strategy	Hero Academy	http://www.metacritic.com/game/pc/hero-academy	75	Aug 10, 2012	6.2	45
turn-based strategy	The Political Machine 2012	http://www.metacritic.com/game/pc/the-political-machine-2012	54	Jul 31, 2012	6.7	28
turn-based strategy	Endless Space	http://www.metacritic.com/game/pc/endless-space	77	Jul  4, 2012	7.3	529
turn-based strategy	Magic: The Gathering - Duels of the Planeswalkers 2013	http://www.metacritic.com/game/pc/magic-the-gathering---duels-of-the-planeswalkers-2013	77	Jun 20, 2012	6.9	99
turn-based strategy	Sid Meier's Civilization V: Gods & Kings	http://www.metacritic.com/game/pc/sid-meiers-civilization-v-gods-kings	80	Jun 18, 2012	7.7	444
turn-based strategy	Warlock: Master of the Arcane	http://www.metacritic.com/game/pc/warlock-master-of-the-arcane	71	May  8, 2012	8.0	211
turn-based strategy	Total War: Shogun 2 - Fall of the Samurai	http://www.metacritic.com/game/pc/total-war-shogun-2---fall-of-the-samurai	86	Mar 22, 2012	8.5	364
turn-based strategy	Jagged Alliance: Back in Action	http://www.metacritic.com/game/pc/jagged-alliance-back-in-action	62	Feb  8, 2012	5.5	186
turn-based strategy	Disciples III: Resurrection	http://www.metacritic.com/game/pc/disciples-iii-resurrection	63	Feb  7, 2012	4.8	43
turn-based strategy	Grotesque Tactics 2: Dungeons & Donuts	http://www.metacritic.com/game/pc/grotesque-tactics-2-dungeons-donuts	48	Nov 21, 2011	6.5	26
turn-based strategy	Unity of Command	http://www.metacritic.com/game/pc/unity-of-command	84	Nov 15, 2011	7.1	61
turn-based strategy	Sword of the Stars II: Lords of Winter	http://www.metacritic.com/game/pc/sword-of-the-stars-ii-lords-of-winter	44	Oct 28, 2011	4.6	139
turn-based strategy	Might & Magic: Heroes VI	http://www.metacritic.com/game/pc/might-magic-heroes-vi	77	Oct 13, 2011	6.0	606
turn-based strategy	Worms Ultimate Mayhem	http://www.metacritic.com/game/pc/worms-ultimate-mayhem	66	Sep 28, 2011	7.8	50
turn-based strategy	Total War: Shogun 2 - Rise of the Samurai	http://www.metacritic.com/game/pc/total-war-shogun-2---rise-of-the-samurai	84	Sep 27, 2011	8.4	70
turn-based strategy	Supreme Ruler: Cold War	http://www.metacritic.com/game/pc/supreme-ruler-cold-war	63	Jul 19, 2011	6.8	27
turn-based strategy	Panzer Corps	http://www.metacritic.com/game/pc/panzer-corps	80	Jul 11, 2011	7.5	75
turn-based strategy	Magic: The Gathering - Duels of the Planeswalkers 2012	http://www.metacritic.com/game/pc/magic-the-gathering---duels-of-the-planeswalkers-2012	77	Jun 15, 2011	5.8	110
turn-based strategy	Storm: Frontline Nation	http://www.metacritic.com/game/pc/storm-frontline-nation	60	Jun 10, 2011	7.2	13
turn-based strategy	Pride of Nations	http://www.metacritic.com/game/pc/pride-of-nations	70	Jun  7, 2011	5.6	16
turn-based strategy	Frozen Synapse	http://www.metacritic.com/game/pc/frozen-synapse	85	May 26, 2011	7.7	195
turn-based strategy	Combat Mission: Battle for Normandy	http://www.metacritic.com/game/pc/combat-mission-battle-for-normandy	81	May 17, 2011	5.4	46
turn-based strategy	Total War: Shogun 2	http://www.metacritic.com/game/pc/total-war-shogun-2	90	Mar 15, 2011	8.4	1218
turn-based strategy	RISK: Factions	http://www.metacritic.com/game/pc/risk-factions	77	Mar  8, 2011	5.8	12
turn-based strategy	Magic: The Gathering - Tactics	http://www.metacritic.com/game/pc/magic-the-gathering---tactics	62	Jan 24, 2011	3.2	26
turn-based strategy	Greed Corp	http://www.metacritic.com/game/pc/greed-corp	76	Dec 10, 2010	7.1	44
turn-based strategy	Guardians of Graxia	http://www.metacritic.com/game/pc/guardians-of-graxia	55	Oct 20, 2010	7.2	18
turn-based strategy	Grotesque Tactics: Evil Heroes	http://www.metacritic.com/game/pc/grotesque-tactics-evil-heroes	65	Oct 15, 2010	5.8	46
turn-based strategy	Sid Meier's Civilization V	http://www.metacritic.com/game/pc/sid-meiers-civilization-v	90	Sep 21, 2010	7.9	2426
turn-based strategy	King's Bounty: Crossworlds	http://www.metacritic.com/game/pc/kings-bounty-crossworlds	78	Sep 17, 2010	8.5	90
turn-based strategy	Worms Reloaded	http://www.metacritic.com/game/pc/worms-reloaded	79	Aug 26, 2010	6.8	184
turn-based strategy	Elemental: War of Magic	http://www.metacritic.com/game/pc/elemental-war-of-magic	53	Aug 24, 2010	5.9	73
turn-based strategy	Disciples III: Renaissance	http://www.metacritic.com/game/pc/disciples-iii-renaissance	56	Jul 13, 2010	5.4	107
turn-based strategy	Making History II: The War of the World	http://www.metacritic.com/game/pc/making-history-ii-the-war-of-the-world	38	Jun 15, 2010	8.4	40
turn-based strategy	Magic: The Gathering - Duels of the Planeswalkers	http://www.metacritic.com/game/pc/magic-the-gathering---duels-of-the-planeswalkers	69	Jun 15, 2010	4.8	50
turn-based strategy	Rise of Prussia	http://www.metacritic.com/game/pc/rise-of-prussia	54	Mar  9, 2010	6.7	15
turn-based strategy	Flotilla	http://www.metacritic.com/game/pc/flotilla	72	Feb 26, 2010	7.3	14
turn-based strategy	Achtung Panzer: Kharkov 1943	http://www.metacritic.com/game/pc/achtung-panzer-kharkov-1943	70	Feb 25, 2010	8.3	21
turn-based strategy	King's Bounty: Armored Princess	http://www.metacritic.com/game/pc/kings-bounty-armored-princess	82	Nov 19, 2009	8.5	173
turn-based strategy	Elven Legacy: Ranger	http://www.metacritic.com/game/pc/elven-legacy-ranger	68	Oct 20, 2009	tbd	0
turn-based strategy	Elven Legacy	http://www.metacritic.com/game/pc/elven-legacy	71	Apr  7, 2009	7.1	41
turn-based strategy	Galactic Civilizations II: Endless Universe	http://www.metacritic.com/game/pc/galactic-civilizations-ii-endless-universe	82	Sep 26, 2008	tbd	0
turn-based strategy	King's Bounty: The Legend	http://www.metacritic.com/game/pc/kings-bounty-the-legend	79	Sep 23, 2008	8.7	279
turn-based strategy	Sid Meier's Civilization IV: Colonization	http://www.metacritic.com/game/pc/sid-meiers-civilization-iv-colonization	83	Sep 22, 2008	6.8	99
turn-based strategy	Romance of the Three Kingdoms XI	http://www.metacritic.com/game/pc/romance-of-the-three-kingdoms-xi	70	Sep  9, 2008	8.3	43
turn-based strategy	Supreme Ruler 2020	http://www.metacritic.com/game/pc/supreme-ruler-2020	65	Jul  1, 2008	7.2	39
turn-based strategy	Galactic Civilizations II: Twilight of the Arnor	http://www.metacritic.com/game/pc/galactic-civilizations-ii-twilight-of-the-arnor	92	Apr 30, 2008	8.3	133
turn-based strategy	Lost Empire: Immortals	http://www.metacritic.com/game/pc/lost-empire-immortals	58	Mar 11, 2008	6.9	9
turn-based strategy	Spaceforce: Captains	http://www.metacritic.com/game/pc/spaceforce-captains	45	Feb 12, 2008	tbd	0
turn-based strategy	Fantasy Wars	http://www.metacritic.com/game/pc/fantasy-wars	67	Nov  8, 2007	8.3	43
turn-based strategy	Hired Guns: The Jagged Edge	http://www.metacritic.com/game/pc/hired-guns-the-jagged-edge	58	Oct 19, 2007	6.4	10
turn-based strategy	Heroes of Might and Magic V: Tribes of the East	http://www.metacritic.com/game/pc/heroes-of-might-and-magic-v-tribes-of-the-east	70	Oct 16, 2007	8.7	98
turn-based strategy	Galactic Assault: Prisoner of Power	http://www.metacritic.com/game/pc/galactic-assault-prisoner-of-power	68	Sep 12, 2007	8.0	44
turn-based strategy	Combat Mission: Shock Force	http://www.metacritic.com/game/pc/combat-mission-shock-force	62	Aug 22, 2007	3.3	87
turn-based strategy	Sid Meier's Civilization IV: Beyond the Sword	http://www.metacritic.com/game/pc/sid-meiers-civilization-iv-beyond-the-sword	86	Jul 23, 2007	8.6	177
turn-based strategy	AGEOD's American Civil War: 1861-1865 - The Blue and the Gray	http://www.metacritic.com/game/pc/ageods-american-civil-war-1861-1865---the-blue-and-the-gray	63	Jun 26, 2007	7.3	12
turn-based strategy	Sword of the Stars: Born of Blood	http://www.metacritic.com/game/pc/sword-of-the-stars-born-of-blood	79	Jun  5, 2007	8.1	13
turn-based strategy	UFO: Extraterrestrials	http://www.metacritic.com/game/pc/ufo-extraterrestrials	68	May  4, 2007	7.0	34
turn-based strategy	Great Invasions: The Darkages "350-1066 AD"	http://www.metacritic.com/game/pc/great-invasions-the-darkages-350-1066-ad	53	Mar 16, 2007	tbd	0
turn-based strategy	Making History: The Calm and the Storm	http://www.metacritic.com/game/pc/making-history-the-calm-and-the-storm	70	Mar 13, 2007	8.8	68
turn-based strategy	Galactic Civilizations II: Dark Avatar	http://www.metacritic.com/game/pc/galactic-civilizations-ii-dark-avatar	91	Feb 14, 2007	8.3	45
turn-based strategy	Heroes of Might and Magic V: Hammers of Fate	http://www.metacritic.com/game/pc/heroes-of-might-and-magic-v-hammers-of-fate	66	Nov 14, 2006	8.4	60
turn-based strategy	Brigade E5: New Jagged Union	http://www.metacritic.com/game/pc/brigade-e5-new-jagged-union	41	Oct 17, 2006	6.8	37
turn-based strategy	Space Empires V	http://www.metacritic.com/game/pc/space-empires-v	68	Oct 16, 2006	8.0	67
turn-based strategy	Naked War	http://www.metacritic.com/game/pc/naked-war	83	Oct 10, 2006	tbd	0
turn-based strategy	Dominions 3: The Awakening	http://www.metacritic.com/game/pc/dominions-3-the-awakening	82	Sep 29, 2006	8.1	42
turn-based strategy	Sword of the Stars	http://www.metacritic.com/game/pc/sword-of-the-stars	68	Aug 17, 2006	7.2	70
turn-based strategy	Birth of America	http://www.metacritic.com/game/pc/birth-of-america	71	Jul 26, 2006	5.7	15
turn-based strategy	Sid Meier's Civilization IV: Warlords	http://www.metacritic.com/game/pc/sid-meiers-civilization-iv-warlords	84	Jul 24, 2006	8.3	75
turn-based strategy	Heroes of Might and Magic V	http://www.metacritic.com/game/pc/heroes-of-might-and-magic-v	77	May 23, 2006	7.9	380
turn-based strategy	Strategic Command 2 Blitzkrieg	http://www.metacritic.com/game/pc/strategic-command-2-blitzkrieg	64	Apr 28, 2006	7.7	6
turn-based strategy	Galactic Civilizations II: Dread Lords	http://www.metacritic.com/game/pc/galactic-civilizations-ii-dread-lords	86	Feb 21, 2006	8.0	70
turn-based strategy	Hammer & Sickle	http://www.metacritic.com/game/pc/hammer-sickle	52	Dec  5, 2005	8.6	11
turn-based strategy	UFO: Aftershock	http://www.metacritic.com/game/pc/ufo-aftershock	67	Nov 23, 2005	7.7	36
turn-based strategy	Legion Arena	http://www.metacritic.com/game/pc/legion-arena	65	Nov 22, 2005	8.1	8
turn-based strategy	Sid Meier's Civilization IV	http://www.metacritic.com/game/pc/sid-meiers-civilization-iv	94	Oct 25, 2005	8.3	962
turn-based strategy	Shattered Union	http://www.metacritic.com/game/pc/shattered-union	67	Oct 17, 2005	6.3	12
turn-based strategy	Worms 4: Mayhem	http://www.metacritic.com/game/pc/worms-4-mayhem	71	Oct  4, 2005	8.1	55
turn-based strategy	Diplomacy	http://www.metacritic.com/game/pc/diplomacy	58	Oct  4, 2005	4.5	11
turn-based strategy	Down in Flames	http://www.metacritic.com/game/pc/down-in-flames	75	Sep 28, 2005	tbd	0
turn-based strategy	Land of Legends	http://www.metacritic.com/game/pc/land-of-legends	70	Sep 21, 2005	tbd	0
turn-based strategy	Crown of Glory: Europe in the Age of Napoleon	http://www.metacritic.com/game/pc/crown-of-glory-europe-in-the-age-of-napoleon	68	Jun 30, 2005	8.0	5
turn-based strategy	Supreme Ruler 2010	http://www.metacritic.com/game/pc/supreme-ruler-2010	69	May 12, 2005	8.1	24
turn-based strategy	Laser Squad Nemesis	http://www.metacritic.com/game/pc/laser-squad-nemesis	73	Apr 26, 2005	7.3	10
turn-based strategy	Gary Grigsby's World at War	http://www.metacritic.com/game/pc/gary-grigsbys-world-at-war	77	Mar 25, 2005	6.1	10
turn-based strategy	Supremacy: Four Paths to Power	http://www.metacritic.com/game/pc/supremacy-four-paths-to-power	57	Mar  9, 2005	tbd	0
turn-based strategy	Domination	http://www.metacritic.com/game/pc/domination	69	Mar  3, 2005	5.0	6
turn-based strategy	Flashpoint Germany	http://www.metacritic.com/game/pc/flashpoint-germany	76	Jan 25, 2005	tbd	0
turn-based strategy	Gates of Troy	http://www.metacritic.com/game/pc/gates-of-troy	70	Dec  8, 2004	8.3	8
turn-based strategy	Worms Forts: Under Siege	http://www.metacritic.com/game/pc/worms-forts-under-siege	60	Nov 24, 2004	6.6	16
turn-based strategy	Galactic Civilizations: Altarian Prophecy	http://www.metacritic.com/game/pc/galactic-civilizations-altarian-prophecy	77	Nov 12, 2004	7.8	6
turn-based strategy	Tin Soldiers: Alexander the Great	http://www.metacritic.com/game/pc/tin-soldiers-alexander-the-great	77	Oct  8, 2004	tbd	0
turn-based strategy	Spartan (2004)	http://www.metacritic.com/game/pc/spartan-2004	56	May 28, 2004	8.3	26
turn-based strategy	Massive Assault Network	http://www.metacritic.com/game/pc/massive-assault-network	74	Apr 13, 2004	4.3	4
turn-based strategy	Worms 3D	http://www.metacritic.com/game/pc/worms-3d	74	Mar 12, 2004	7.1	50
turn-based strategy	Silent Storm	http://www.metacritic.com/game/pc/silent-storm	83	Jan 20, 2004	9.0	85
turn-based strategy	Yu-Gi-Oh! Power of Chaos: Yugi the Destiny	http://www.metacritic.com/game/pc/yu-gi-oh!-power-of-chaos-yugi-the-destiny	52	Jan 12, 2004	5.9	46
turn-based strategy	Disciples II: Rise of the Elves	http://www.metacritic.com/game/pc/disciples-ii-rise-of-the-elves	80	Nov 25, 2003	8.2	70
turn-based strategy	Dominions II: The Ascension Wars	http://www.metacritic.com/game/pc/dominions-ii-the-ascension-wars	76	Nov 14, 2003	7.9	9
turn-based strategy	Star Chamber	http://www.metacritic.com/game/pc/star-chamber	85	Nov 13, 2003	8.5	16
turn-based strategy	Pax Romana	http://www.metacritic.com/game/pc/pax-romana	52	Nov  6, 2003	5.0	5
turn-based strategy	Civilization III: Conquests	http://www.metacritic.com/game/pc/civilization-iii-conquests	86	Nov  4, 2003	8.3	35
turn-based strategy	Massive Assault	http://www.metacritic.com/game/pc/massive-assault	77	Oct 28, 2003	6.9	9
turn-based strategy	Warlords IV: Heroes of Etheria	http://www.metacritic.com/game/pc/warlords-iv-heroes-of-etheria	73	Oct 21, 2003	7.4	17
turn-based strategy	UFO: Aftermath	http://www.metacritic.com/game/pc/ufo-aftermath	67	Oct 15, 2003	6.0	55
turn-based strategy	Robin Hood: Defender of the Crown	http://www.metacritic.com/game/pc/robin-hood-defender-of-the-crown	63	Oct  6, 2003	6.7	9
turn-based strategy	Etherlords II	http://www.metacritic.com/game/pc/etherlords-ii	78	Sep 30, 2003	7.9	42
turn-based strategy	Heaven & Hell (2003)	http://www.metacritic.com/game/pc/heaven-hell-2003	45	Aug 31, 2003	7.0	4
turn-based strategy	Age of Wonders: Shadow Magic	http://www.metacritic.com/game/pc/age-of-wonders-shadow-magic	82	Jul 25, 2003	8.5	82
turn-based strategy	Disciples II: Servants of the Dark	http://www.metacritic.com/game/pc/disciples-ii-servants-of-the-dark	65	Jun 30, 2003	8.0	21
turn-based strategy	Disciples II: Guardians of the Light	http://www.metacritic.com/game/pc/disciples-ii-guardians-of-the-light	72	Jun 14, 2003	8.2	22
turn-based strategy	Empire of Magic	http://www.metacritic.com/game/pc/empire-of-magic	44	Apr 30, 2003	tbd	0
turn-based strategy	Galactic Civilizations	http://www.metacritic.com/game/pc/galactic-civilizations	83	Mar 26, 2003	7.9	31
turn-based strategy	Master of Orion 3	http://www.metacritic.com/game/pc/master-of-orion-3	64	Feb 25, 2003	4.3	79
turn-based strategy	Heroes of Might and Magic IV: Winds of War	http://www.metacritic.com/game/pc/heroes-of-might-and-magic-iv-winds-of-war	58	Feb 23, 2003	7.4	27
turn-based strategy	Civilization III: Play the World	http://www.metacritic.com/game/pc/civilization-iii-play-the-world	61	Oct 25, 2002	6.6	20
turn-based strategy	Heroes of Might and Magic IV: The Gathering Storm	http://www.metacritic.com/game/pc/heroes-of-might-and-magic-iv-the-gathering-storm	64	Sep 26, 2002	7.7	27
turn-based strategy	Space HoRSE	http://www.metacritic.com/game/pc/space-horse	54	Aug  1, 2002	tbd	0
turn-based strategy	Strategic Command: European Theater	http://www.metacritic.com/game/pc/strategic-command-european-theater	70	Jul 16, 2002	7.7	9
turn-based strategy	Magic: The Gathering Online	http://www.metacritic.com/game/pc/magic-the-gathering-online	75	Jun 14, 2002	5.0	30
turn-based strategy	Age of Wonders II: The Wizard's Throne	http://www.metacritic.com/game/pc/age-of-wonders-ii-the-wizards-throne	86	Jun 12, 2002	8.4	51
turn-based strategy	Legion	http://www.metacritic.com/game/pc/legion	59	Jun  3, 2002	6.6	8
turn-based strategy	Heroes of Might and Magic IV	http://www.metacritic.com/game/pc/heroes-of-might-and-magic-iv	84	Mar 29, 2002	7.5	271
turn-based strategy	SuperPower	http://www.metacritic.com/game/pc/superpower	39	Mar 28, 2002	3.9	11
turn-based strategy	Disciples II: Dark Prophecy	http://www.metacritic.com/game/pc/disciples-ii-dark-prophecy	84	Jan 22, 2002	8.7	119
turn-based strategy	La Grande Armee at Austerlitz	http://www.metacritic.com/game/pc/la-grande-armee-at-austerlitz	67	Dec 18, 2001	5.3	4
turn-based strategy	Etherlords	http://www.metacritic.com/game/pc/etherlords	77	Nov 12, 2001	7.6	33
turn-based strategy	Sid Meier's Civilization III	http://www.metacritic.com/game/pc/sid-meiers-civilization-iii	90	Oct 30, 2001	8.4	271
turn-based strategy	Shogun: Total War Warlord Edition	http://www.metacritic.com/game/pc/shogun-total-war-warlord-edition	87	Aug 13, 2001	8.8	41
turn-based strategy	Divided Ground: Middle East Conflict	http://www.metacritic.com/game/pc/divided-ground-middle-east-conflict	61	Aug  1, 2001	tbd	0
turn-based strategy	Worms World Party	http://www.metacritic.com/game/pc/worms-world-party	75	Jun 16, 2001	7.7	73
turn-based strategy	Combat Command 2: Danger Forward!	http://www.metacritic.com/game/pc/combat-command-2-danger-forward!	66	Dec 17, 2000	tbd	0
turn-based strategy	Jagged Alliance 2: Unfinished Business	http://www.metacritic.com/game/pc/jagged-alliance-2-unfinished-business	64	Nov 30, 2000	8.0	44
turn-based strategy	Battle Isle: The Andosia War	http://www.metacritic.com/game/pc/battle-isle-the-andosia-war	70	Nov 29, 2000	7.4	9
turn-based strategy	Call to Power II	http://www.metacritic.com/game/pc/call-to-power-ii	72	Nov 17, 2000	7.2	16
turn-based strategy	Close Combat: Invasion: Normandy	http://www.metacritic.com/game/pc/close-combat-invasion-normandy	79	Oct 10, 2000	8.1	28
turn-based strategy	Panzer General III: Scorched Earth	http://www.metacritic.com/game/pc/panzer-general-iii-scorched-earth	71	Sep 28, 2000	7.4	13
turn-based strategy	Shogun: Total War	http://www.metacritic.com/game/pc/shogun-total-war	84	Jun 13, 2000	8.7	93
turn-based strategy	Sid Meier's Alpha Centauri	http://www.metacritic.com/game/pc/sid-meiers-alpha-centauri	92	Feb 12, 1999	9.0	215
turn-based strategy	Age of Rifles	http://www.metacritic.com/game/pc/age-of-rifles	80	Aug 31, 1996	tbd	0
turn-based strategy	Chaos Overlords	http://www.metacritic.com/game/pc/chaos-overlords	70	Apr 30, 1996	8.0	16
turn-based strategy	Civilization II	http://www.metacritic.com/game/pc/civilization-ii	94	Feb 29, 1996	9.0	369
